time,instru_id,time,\delta p autocorr,direction autocorr,spread,trade_size_ave,trade_size_sum, Parks,Gk,TTM,instru_id,delta_avg_p, average price,return,avg_minus_open, delta_open_p,open_minus_close,delta_avg_p_next,return_next,Parks.T,GK.T,avg mq.T,delta mq autocorr.T,trade_volumn.T,avg_volume.T,Parks.TS,GK.TS,avg mq.TS,delta mq autocorr.TS,trade_volumn.TS,avg_volume.TS,Parks.TF,GK.TF,avg mq.TF,delta mq autocorr.TF,trade_volumn.TF,avg_volume.TF
2022-03-01 10:30:00,1,2022-03-01 10:30:00,-0.1897630450759811,0.5203200681874373,0.0015742448435531,3508075750518.268,2592467979633000.0,19.07680440645253,32.40469700197935,14355.689828597204,1,-0.03788986697897201,100.15031345920944,-0.00037832998889618353,-0.016886540790551408,-0.13090000000001112,0.015299999999996317,-0.03788986697897201,-0.00037832998889618353,49.91062480514733,84.78036342601517,100.05545482110371,-0.10061839163899583,15734650.625,9541.934884778653,20.594290571802677,34.98235988819606,101.1761788874842,-0.12502543005062303,22099029.97,13969.045493046775,35.85044354485963,60.89712650528834,101.40613991255466,-0.14786163356199805,17306374.045,10809.727698313554
2022-03-01 10:30:00,2,2022-03-01 10:30:00,-0.3911305879456687,0.6666666666666664,0.0201666666666682,86805156333.33333,520830938000.0,0.1539375717750468,0.2624195707794752,14347.486111111111,2,-0.05055273030134799,99.5852653919694,-0.0005076326312167923,0.011065391969395932,-0.1681999999999988,-0.021000000000000796,-0.05055273030134799,-0.0005076326312167923,49.91062480514733,84.78036342601517,100.05545482110371,-0.10061839163899583,15734650.625,9541.934884778653,20.594290571802677,34.98235988819606,101.1761788874842,-0.12502543005062303,22099029.97,13969.045493046775,35.85044354485963,60.89712650528834,101.40613991255466,-0.14786163356199805,17306374.045,10809.727698313554
2022-03-01 11:00:00,1,2022-03-01 11:00:00,-0.1207284179435053,0.4838261522575802,0.0029992462500842,5104220401239.829,2383670927379000.0,12.895571889031386,21.90498847226055,14326.453854389722,1,-0.0020901222502800465,100.14822333695916,-2.087028786569295e-05,-0.0036766630408351375,-0.015299999999996317,0.025300000000001432,-0.0020901222502800465,-2.087028786569295e-05,43.35794490293106,73.6496956434923,100.04467575534267,-0.07682641204330408,12166324.645,8965.604012527634,16.90404443476068,28.713946902959222,101.16954318936878,-0.16682845652455655,21736788.03,18053.81065614618,30.872444616453645,52.44128048187714,101.38927400468384,-0.08351392883874019,12608061.065,9842.358364558939
2022-03-01 11:30:00,1,2022-03-01 11:30:00,-0.192156769941544,0.345943033115501,0.0041980863373964,5910142206839.623,1252950147850000.0,5.854092592022814,9.944034116519248,14298.2731918239,1,-0.013307719766274317,100.13491561719289,-0.00013289789764390052,0.009415617192885861,-0.026399999999995316,-0.0198999999999927,-0.013307719766274317,-0.00013289789764390052,41.281108927477476,70.12189150434196,100.02124226006192,-0.03952006576213242,10620709.985,8220.363765479875,16.872561862332578,28.660469232774552,101.16753398470688,-0.04521878570414141,21444558.92,18219.67622769754,22.442504981443047,38.12181746762409,101.37527900552486,-0.07438676554473916,7613988.29,8413.246729281767
2022-03-01 12:00:00,1,2022-03-01 12:00:00,-0.3479328422605718,0.3448281541042982,-0.0011782608695511,6195514075230.77,161083365956000.0,0.7179547518518545,1.219689465828024,14275.05576923077,1,0.015148393451099196,100.15006401064399,0.00015125695226204965,0.004664010643992356,0.0198999999999927,-0.005700000000004479,0.015148393451099196,0.00015125695226204965,0.06390264539857193,0.10854781966616403,100.035,-0.03952006576213242,16205.84,8102.92,0.02867045346190752,0.04870088229868233,101.1675,-0.04521878570414141,14163.779999999999,7081.889999999999,0.04959745791854821,0.08424840449818126,101.38624999999999,-0.07438676554473916,7198.495,3599.2475
2022-03-01 14:00:00,1,2022-03-01 14:00:00,-0.2004580424544315,0.5847240837357118,-0.00274822440727,6671089775973.118,2481645396662000.0,10.53421450703475,17.893885616723466,14141.080869175628,1,-0.04016149007152592,100.10990252057246,-0.0004011740003769635,-0.02649747942753322,-0.009000000000000341,0.022799999999989495,-0.04016149007152592,-0.0004011740003769635,55.03696037162618,93.48818053041981,100.00111976047904,-0.0646368899068296,19425796.49,11632.213467065867,24.7227570117695,41.99515298663864,101.15358099489796,-0.13925892395225503,22526954.11,14366.679917091837,45.075930410693836,76.56794073213591,101.35376144164759,-0.14583428799599144,18427865.365,10542.257073798626
2022-03-01 14:30:00,1,2022-03-01 14:30:00,-0.1847038031653355,0.6315281796885766,0.0031535516579879,7602726669462.141,2911844314404000.0,10.965041152374898,18.625706165274973,14115.065317667537,1,0.019058730473759056,100.12896125104622,0.00019034183752265698,0.018361251046215443,-0.02579999999998961,-0.0037999999999982492,0.019058730473759056,0.00019034183752265698,55.67515174355079,94.5722402202824,100.00412844036697,-0.12918307651568212,14795481.48,9049.22414678899,26.568708056759114,45.130765916186895,101.15935981308411,-0.05131568423575348,37888517.19,23606.55276635514,45.80691667718388,77.80962587581818,101.3655058479532,-0.060810810811022825,12996508.585,7600.297418128655
2022-03-01 14:30:00,2,2022-03-01 14:30:00,-0.036732264024959,0.5185449728701348,0.0030799999999828,158772420733.33334,2381586311000.0,0.425444525082352,0.7230172725334925,14112.13,2,0.03244510869565431,99.56464510869566,0.000325869776969864,0.03244510869565431,0.0,-0.02199999999999136,0.03244510869565431,0.000325869776969864,55.67515174355079,94.5722402202824,100.00412844036697,-0.12918307651568212,14795481.48,9049.22414678899,26.568708056759114,45.130765916186895,101.15935981308411,-0.05131568423575348,37888517.19,23606.55276635514,45.80691667718388,77.80962587581818,101.3655058479532,-0.060810810811022825,12996508.585,7600.297418128655
2022-03-01 15:00:00,1,2022-03-01 15:00:00,-0.2946655239901169,0.6102629962354013,0.0030784637682046,8363086593529.412,1990414609260000.0,6.813785363616778,11.574207679258468,14088.303011204482,1,-0.01727148334749984,100.11168976769872,-0.00017252214389325515,-0.0030102323012783927,0.004099999999993997,0.004400000000003956,-0.01727148334749984,-0.00017252214389325515,56.96913080548041,96.77024947310855,99.98643604303646,-0.14883720930223157,19111932.27,11423.749115361625,27.247410256339876,46.28363906420164,101.15467648845687,-0.11224489795918369,31453433.36,19109.0117618469,45.431889289183545,77.17258800315066,101.35376031839623,-0.18572428507582533,11672554.605,6882.402479363208
2022-03-01 15:00:00,2,2022-03-01 15:00:00,-0.4801559813083424,-0.2499999999999999,0.0643722222222038,208545988090.9091,2294005869000.0,0.3119926517270582,0.5304260273675281,14087.177272727276,2,0.0015818444293387302,99.566226953125,1.588735937622152e-05,0.012126953124990791,0.02190000000000225,0.0016999999999995907,0.0015818444293387302,1.588735937622152e-05,56.96913080548041,96.77024947310855,99.98643604303646,-0.14883720930223157,19111932.27,11423.749115361625,27.247410256339876,46.28363906420164,101.15467648845687,-0.11224489795918369,31453433.36,19109.0117618469,45.431889289183545,77.17258800315066,101.35376031839623,-0.18572428507582533,11672554.605,6882.402479363208
2022-03-01 15:30:00,1,2022-03-01 15:30:00,-0.0049321543797796,0.6076555023923443,0.0027744444443982,8751353166554.217,726362312824000.0,2.3762360721856832,4.036420566018334,14058.311044176706,1,0.0016482734843918934,100.11333804118311,1.6464074784059757e-05,0.0031380411831065658,-0.004499999999993065,-9.99999999891088e-05,0.0016482734843918934,1.6464074784059757e-05,30.680924599962854,52.115956278312716,99.98690621531631,-0.09638554216885417,16155182.08,17930.27977802442,14.501051873969459,24.632118988572834,101.15091324200912,-0.00038153376573827057,16977667.57,19380.899052511417,23.86781447916423,40.54291035850399,101.35451459034792,-0.11363636363651043,11552094.715,12965.313933782267
2022-03-01 16:00:00,1,2022-03-01 16:00:00,-0.0265502186566267,0.7498288250785272,0.017490445079602,9004551463072.727,990500660938000.0,3.239109909306921,5.50212440097208,14026.893939393938,1,-0.023437975601794392,100.08990006558132,-0.00023416923771966267,-0.020399934418676935,9.99999999891088e-05,0.016199999999997772,-0.023437975601794392,-0.00023416923771966267,0.03405208057709529,0.0744627626748862,99.9875,-0.09638554216885417,9698.765,9698.765,0.016553712184896645,0.03533892876749659,101.14750000000001,-0.00038153376573827057,16183.830000000002,16183.830000000002,0.02678767057145256,0.05735111768036446,101.3575,-0.11363636363651043,10034.41,10034.41
2022-03-01 16:30:00,1,2022-03-01 16:30:00,0.3218331037472884,0.5773502691896257,0.0124857142856882,9181845371600.0,137727680574000.0,0.4509460984882896,0.7662199317881673,13992.214444444446,1,0.010165763330661548,100.10006582891198,0.0001015560104429558,-0.0020341710880131814,-0.008200000000002206,0.010599999999996612,0.010165763330661548,0.0001015560104429558,0.0,0.0,99.9875,-0.09638554216885417,0.0,9698.765,0.0,0.0,101.14750000000001,-0.00038153376573827057,0.0,16183.830000000002,0.0,0.0,101.3575,-0.11363636363651043,0.0,10034.41
2022-03-01 17:00:00,1,2022-03-01 17:00:00,-0.1768276844750395,0.5666666666666668,0.0083320000000668,9273359414950.0,370934376598000.0,1.2025229293021056,2.0427415991565976,13966.839583333334,1,-0.001196903910354763,100.09886892500163,-1.1957217131509596e-05,0.007368925001628668,-0.010599999999996612,-0.018799999999998818,-0.001196903910354763,-1.1957217131509596e-05,0.0,0.0,99.9875,-0.09638554216885417,0.0,9698.765,0.0,0.0,101.14750000000001,-0.00038153376573827057,0.0,16183.830000000002,0.0,0.0,101.3575,-0.11363636363651043,0.0,10034.41
2022-03-01 17:30:00,1,2022-03-01 17:30:00,0.6929330412451419,0.6123724356957945,0.0028749999999888,9355098244500.0,56130589467000.0,0.1803784393953158,0.3069563240913414,13937.091666666667,1,0.014547999392405586,100.11341692439403,0.00014531518191405134,0.0031169243940354363,0.018799999999998818,0.004099999999993997,0.014547999392405586,0.00014531518191405134,0.0,0.0,99.9875,-0.09638554216885417,0.0,9698.765,0.0,0.0,101.14750000000001,-0.00038153376573827057,0.0,16183.830000000002,0.0,0.0,101.3575,-0.11363636363651043,0.0,10034.41
2022-03-02 09:30:00,1,2022-03-02 09:30:00,-0.0419374844030853,0.8245155516598034,-0.0019202898550787,136519901903.2258,8464233918000.0,0.8633476449931228,1.4663462702829533,12968.558870967743,1,-0.1416504206083431,99.99095000590667,-0.0014166324112329719,-0.0786499940933254,-0.05700000000000216,0.10190000000000055,-0.1416504206083431,-0.0014166324112329719,0.0,0.0,99.8675,-0.09638554216885417,4793.755,4793.755,0.0,0.0,101.1075,-0.00038153376573827057,3336.48,3336.48,0.0,0.0,101.275,-0.11363636363651043,708.95,708.95
2022-03-02 10:00:00,1,2022-03-02 10:00:00,-0.2108022297569138,0.5857668820470794,-0.0019755897013595,1176314679981.022,805775555787000.0,13.122003598445165,22.289596012697004,12942.365596107056,1,0.013959267974598788,100.00490927388127,0.00013958582709543634,0.03720927388127393,-0.10190000000000055,-0.050499999999999545,0.013959267974598788,0.00013958582709543634,25.36014647474659,43.07785051899926,99.8862333937198,-0.12897261251878162,19144845.005,11560.896742149758,13.35350834550033,22.682851496322854,101.11448021462107,0.0070251064666589005,28785791.615,19306.365938967134,22.61667610564847,38.41767213316076,101.28377138643067,-0.12589852262202939,20832046.345,12290.292828908554
2022-03-02 10:30:00,1,2022-03-02 10:30:00,-0.2665626200650135,0.6202190298298984,0.0013167092944144,3459235856784.124,3573390640058000.0,19.78836455064796,33.613371232692096,12915.183446272991,1,0.014981677953215922,100.01989095183448,0.00014978698547502405,0.0018909518344827347,0.05030000000000712,-0.008300000000005525,0.014981677953215922,0.00014978698547502405,33.06729139472641,56.16954291603511,99.92801014492754,-0.04795478732267114,24441473.705000002,14168.970263768117,17.060087267207493,28.979008061710758,101.12611183355006,-0.0003722726895594334,36366549.365,23645.350692457738,27.93040569458167,47.443804894593676,101.30186870183758,-0.11221530805194942,24764842.575,14679.811840545346
2022-03-02 10:30:00,2,2022-03-02 10:30:00,-1.0,0.4999999999999999,0.0168000000000034,22626588250.0,90506353000.0,0.0648845938195822,0.1079774325580686,12914.729166666666,2,0.009230769230768487,99.45753076923077,9.28111643168223e-05,0.009230769230768487,0.0,-0.01680000000000348,0.009230769230768487,9.28111643168223e-05,33.06729139472641,56.16954291603511,99.92801014492754,-0.04795478732267114,24441473.705000002,14168.970263768117,17.060087267207493,28.979008061710758,101.12611183355006,-0.0003722726895594334,36366549.365,23645.350692457738,27.93040569458167,47.443804894593676,101.30186870183758,-0.11221530805194942,24764842.575,14679.811840545346
2022-03-02 11:00:00,1,2022-03-02 11:00:00,-0.1020137638819868,0.6316546966258076,0.0012768899896116,5689175228626.2295,3470396889462000.0,11.685287875987663,19.84912663999457,12886.310601092897,1,0.007257100582975795,100.02714805241746,7.255130956220844e-05,-0.002151947582547109,0.011300000000005639,0.010300000000000864,0.007257100582975795,7.255130956220844e-05,36.62627348207984,62.21498506328277,99.95299910071942,-0.11248014975094128,22642721.905,13574.77332434053,20.927017902888398,35.547545039881555,101.13897204968944,-0.035714285714445224,28156160.97,17488.298739130434,31.811352082157,54.03614964002721,101.32870112559242,-0.19379844961215512,16547792.33,9803.194508293838
2022-03-02 11:00:00,2,2022-03-02 11:00:00,-0.5,0.5773502691896257,0.0210000000000007,34411463800.0,172057319000.0,0.0811057422744777,0.135985688201508,12889.01,2,-0.002433081369503043,99.45509768786127,-2.4464119246448705e-05,-0.014202312138735351,0.021000000000000796,0.021000000000000796,-0.002433081369503043,-2.4464119246448705e-05,36.62627348207984,62.21498506328277,99.95299910071942,-0.11248014975094128,22642721.905,13574.77332434053,20.927017902888398,35.547545039881555,101.13897204968944,-0.035714285714445224,28156160.97,17488.298739130434,31.811352082157,54.03614964002721,101.32870112559242,-0.19379844961215512,16547792.33,9803.194508293838
2022-03-02 11:30:00,1,2022-03-02 11:30:00,0.0165414703358063,0.5297173414820473,0.0037856736242929,6877820176966.154,2235291557514000.0,6.225768130649166,10.57533711015076,12859.045794871794,1,-0.011686492540846416,100.01546155987661,-0.00011684685906138644,-0.002338440123381247,-0.011500000000012278,-0.01100000000000989,-0.011686492540846416,-0.00011684685906138644,37.640556905616734,63.93789110984407,99.93281469555035,-0.02634745318238073,17825315.78,10436.36755269321,17.999767978696624,30.575190688866506,101.13895636363637,0.0,34986213.345,25444.518796363634,32.60109621702293,55.377643460809686,101.3150784883721,-0.15438186178761218,19579347.935,11383.341822674418
2022-03-02 12:00:00,1,2022-03-02 12:00:00,-0.4815090634274447,0.5773502691896258,0.0009337500000157,7315179222380.952,153618763670000.0,0.4022804022880999,0.6829582065985156,12832.969047619046,1,0.002614805274987475,100.0180763651516,2.614332698662587e-05,0.005576365151597429,-0.005299999999991201,-0.008099999999998886,0.002614805274987475,2.614332698662587e-05,0.044075593566295944,0.074868724952979,99.9325,-0.02634745318238073,10592.755000000001,5296.3775000000005,0.013090740348142999,0.022236502319175643,101.1375,0.0,4955.675,4955.675,0.018954125707571472,0.03219630433768005,101.31,-0.15438186178761218,1013.0799999999999,1013.0799999999999
